,A,B,C,D,E,F,G,H,I,J,K,klasa
2378,29.243176700102566,228.1894226464084,284.41364659292753,-185.22678206576165,245.64303757323123,77.98804562694029,476.0496474561023,-102.37318939849209,22.651511008739185,-559.845558450525,77.65606263693603,3
2379,-298.4681191846473,239.70066691003444,476.749201278913,-178.12319611327572,299.0993840792268,83.0019527719077,-101.60375652936062,-5.7326172657990995,-107.99893295268434,200.31187292325222,85.55671541675113,4
2380,-4.9847516930082065,-261.7623703851775,147.2788825940488,-103.64644895720065,252.8785457832695,79.04621585507957,428.23970843974826,49.50679783520002,-133.43017721358308,-10.32526292099211,78.3321963276831,3
2381,-258.43997860641207,-168.56490832606988,244.13005149594315,-260.75619457741624,511.4907437356481,80.93196419437116,-47.335491089826945,-9.571722960145415,-140.40247936231756,-56.359993491684776,77.75834874175617,1
2382,-278.7346739511079,-32.80043160188323,297.7639358142595,-50.057133545313604,255.37962280877287,84.53519469894341,47.90341834328396,69.5185199272677,-36.80714948833362,297.6996027398686,84.12938557796774,0
2383,27.254135729770724,-119.19661886188645,309.3001824722266,-120.16800420285999,326.6298761491429,78.3332948374976,477.9948466532749,-34.696687173258134,49.98634271392396,-380.55356631954044,78.48592566282507,3
2384,-282.8901323660234,-158.14166698077793,415.2344244612573,-210.80570940423092,72.24275124757739,83.86085103442096,35.090711889154164,-53.959165731094444,-18.477686109638846,-52.49502565036943,83.31205438731584,0
2385,-248.06478607691128,-414.1857485330469,429.4136064702534,-207.03600531438664,154.91350449303832,80.98026211103966,-84.09744311377364,-201.09209394899963,-85.08808281535073,-31.278315009948713,78.24783938586611,1
2386,-262.44381124833524,60.486134296750464,438.91728075032194,-182.26781733835165,60.67688545857109,83.592252657583,95.326475475647,29.826553700693594,-134.26329311219504,-191.98133465217938,83.76844545395608,0
2387,-297.0403424534526,-307.5646255979085,169.11119545021046,-74.7399225736785,308.20348732422735,84.77975189457219,54.02072341658899,227.35826950158759,39.60533882465811,424.70104243460105,84.06783952120865,0
2388,-130.14724692958023,-453.2986062898521,275.81505517552813,-230.4881567468563,310.7266816480349,79.54110774862758,473.75999580165933,51.94663651983173,-31.68236741085547,-507.4250963029403,77.02978083309485,2
2389,-273.84723633886296,59.04205121765456,670.8468461048541,-295.9487446283721,332.73795375715497,81.96255838896023,-69.64216310272104,-164.16812908276157,-62.846098824488976,-339.4579044720131,85.0259159174168,4
2390,-146.75733726281095,-318.74844336537507,250.5104208056059,-306.88898970002714,290.4242122731379,79.50895730504087,446.19942015209017,30.755039243401157,89.02015637057536,-524.1212013258903,76.48038492770395,2
2391,-287.1283953212925,283.95866455079346,769.3779691786459,-294.38227575696,271.5144905595306,82.2316042242288,-80.48039998905091,-95.64236614939719,-118.11237888623833,-199.73922502309458,85.96675334044623,4
2392,-279.16072416170823,317.4457027610579,511.76868136248925,-152.68127299074007,79.79332322386085,82.74122994881843,-112.41161327952653,-189.45661362918133,-17.62752755039377,64.9154319864808,84.99975380771318,4
2393,-276.7185449094104,-366.73292940382447,220.10883834314438,-51.96130297291438,157.37341806618463,84.48651333669827,50.89604145387713,63.20671828708318,65.25900948344692,272.41879644202413,83.65027718900541,0
2394,-262.07005392079844,-244.30596696575046,518.0175401167731,-371.6600446436864,159.2598633064132,80.48175616461874,-57.85775907420535,-94.98391518049297,-115.96169122018611,-290.15833990174184,78.25294112330621,1
2395,-165.7977228228275,123.21024697458719,115.91031821999644,-285.8500451844515,210.3929464913648,79.98308168295937,424.2664617191987,116.9031645970482,73.49514396615704,-277.9028128822186,76.39283542388421,2
2396,-301.4329198873224,212.3902052232434,592.0655918691086,-173.88724189751713,384.95130882985313,83.08029520291791,-115.19594351834672,-31.03877356514689,-70.1969405375098,240.9960225018409,86.13849620395686,4
2397,-273.8044733346368,-317.0106824706674,582.054530911799,-155.58294918230612,496.27970331067525,82.62204606196062,-101.28927704072203,-192.50479939045667,27.96553430839797,3.021832084663785,85.30460861365603,4
2398,-142.36120125573586,-389.5666624753017,93.06569797570617,-118.55497403610856,407.71006749180594,80.30833057791526,447.57911806852286,126.58378868061871,-4.65499371328907,-108.99722082912882,77.13945141164238,2
2399,-140.02067605848222,-245.28117293423205,245.69390076440155,-188.67760262209407,249.21761617453492,79.93233398778034,449.3987726795206,67.16846845231211,43.8751618799605,-304.25669027419616,77.27652384489596,2
2400,-297.7950897115884,347.7405728413294,479.52871252033117,-340.53961097359377,258.15620405987653,83.5442070485491,46.48132287617523,25.593579169079298,13.03236437281349,-216.93198679973838,83.30468091613633,0
2401,-272.49610720451915,-273.07119283827404,513.7065933431263,-133.55398290262997,406.0759209308201,82.69989955694359,-81.25399859408952,-110.96195912155201,-65.62029455612745,43.45207141040899,85.38232484293397,4
2402,-282.3027995548839,-403.65588738574706,234.68644244671722,-93.93582717741927,203.26215890082108,84.39907606743749,40.41849108449,40.436434949809666,105.35200412680783,227.01158995789626,83.42747613905787,0
2403,-282.03940294285184,2.1671036770285994,418.0636395543197,-132.7890610946251,130.8094489427974,84.21110708429504,52.4282432782081,58.583828517417885,-121.00656971068105,129.39707726416623,84.25558418573226,0
2404,-153.30116180105506,-0.4523456859710677,-35.64867653897102,-101.90194393530656,433.3632164896859,80.60222065082408,454.4229073112773,254.3717351733477,-81.80771042477657,43.623364614895635,77.1492902137625,2
2405,-144.23491070302813,193.19185894112007,32.109317931539096,-130.20746456385888,64.1560130842243,80.29043055749858,460.05360736271473,182.43146617707907,-136.72581780615712,-118.29291281496022,76.97354397860543,2
2406,-293.8536899788418,91.6285675709907,696.9677007579218,-278.8364672960179,333.25720213718284,82.43724462839651,-93.02544042246586,-78.31431874585678,-90.06879262734455,-92.94773470705785,85.79857308740964,4
2407,-258.8027164487414,-69.30950762014912,188.4158012603022,-288.97499319920786,53.114965377792316,80.806359976837,-58.806771604162066,-69.94095147791029,81.29374808965868,-121.58774693216472,77.04071919965281,1
2408,-267.5235357366793,-411.78437457321144,851.4890736401223,-197.8759132035935,228.49065101691627,82.29933269921008,-73.12054521560276,-163.7320232155063,-91.63464565095468,-164.5670281517792,86.56880020650064,4
2409,-285.53515760689936,-157.31823333881155,326.5536837376027,-169.24554232409108,337.1953952252704,84.10847924525929,52.00525743354703,61.2156788519348,-109.57700491214874,76.10122850866935,83.57059870897615,0
2410,-151.66894615912446,-75.81926159490726,12.253199476899141,-208.21924135333109,248.7149621250317,80.06990728142611,455.23661466960027,172.54942627587604,-14.733929911726868,-232.81325426472293,76.40586145309194,2
2411,-259.3343407727167,331.39290331433114,101.5000258814789,-5.364957042502567,330.6400605110301,84.36320071361133,82.95607865348876,75.37553997115604,57.58939570899304,208.38109505969504,83.18513964238203,0
2412,-285.5442294986575,-102.4184463950674,367.42705275998264,-171.34797312100466,487.5396085328613,84.09876741108262,38.873196742956935,9.079062615878563,8.163063559355727,71.0577583325306,83.57282613862549,0
2413,-246.66257318043316,197.62383129838992,433.7393903732519,-268.6380659873899,388.48033392467664,80.66283670015859,-49.4439679284703,-120.03985905705437,61.406040915653335,-196.12107939453313,78.19708394478286,1
2414,-290.3773087314165,-444.75014206913454,311.24209277009277,-149.79014152175682,447.64480441458716,84.29540846658871,32.18954045662372,37.538457144405896,16.17228660033669,173.17578061421614,83.55798665917398,0
2415,-299.46671105009705,-439.522887705345,323.4478178825957,-81.39570335393124,343.2972697375769,84.7962471171516,13.464001349542599,85.9864695191289,-5.848011777185338,433.2672063141163,84.32709041759003,0
2416,18.05730056314954,240.718906278164,344.05076060924597,-143.48203365030503,115.27319882201144,78.40482123240994,458.90358857172146,-48.475681447686924,-143.39208578113167,-343.40906477794294,78.55828870748614,3
2417,24.82491075261791,-221.8184571027175,256.330699978726,-115.46182980927571,373.4177943143859,78.40329698477704,492.0188902724995,42.726018941208295,-14.153932844213415,-344.20062457372546,78.55678896038131,3
2418,24.646647021254267,-266.35711854731437,105.95536895566343,-55.35154239091952,493.71679520066425,78.68958928760426,468.69290692813024,-5.594835415761686,-50.562908867214475,-195.5256508560414,77.92051843806648,3
2419,-283.7504892698083,348.6562802347208,383.5273583759772,-197.238619668463,50.146632838409744,82.62204789844701,-76.63408633765442,-43.23396743770333,-109.54906747431586,3.0227857937327656,84.64590961112641,4
2420,-249.5261394782562,-58.911892522372796,461.20064357267995,-243.73002014326102,502.56901593727514,80.83643333798635,-44.73049982493882,-61.46342176233783,30.566071231488756,-105.97029534744979,78.7618925125349,1
2421,-288.03571336292714,20.409085368926725,150.37911989725063,-93.42554980314029,265.16627790605463,84.51443130274465,33.493265885518895,61.21344306886563,-25.52252264508914,286.91692589645976,83.10523121178716,0
2422,-156.36371415556403,7.868597969655788,49.214565780321834,-151.72750933129362,368.2734746918698,80.42816460513697,413.7963634881627,88.92739641455167,44.05899782653735,-46.76599535875451,76.66958630001852,2
2423,-157.29463398029816,-21.302129329269484,236.9372993292566,-236.30592022142326,459.5207810720566,80.04861968798329,442.19153224043106,149.53190566706755,-117.78246078649916,-243.868152927275,77.41587263100814,2
2425,-162.91489273760305,-127.7675899271583,335.76285005828936,-278.6350852468232,319.91832864459064,79.96022344660054,430.35519877686136,121.56360809149402,-36.026718838705364,-289.77336495896236,77.6302618465115,2
2426,-276.58381674968564,121.29698803687162,372.2197613386599,-85.32074949876218,313.59402171716243,84.32692420230543,40.530326443199726,-0.4419898926507635,-93.61215162991934,189.54227434494896,84.01720964053236,0
2427,-245.459619006127,22.759508949394757,209.82588077508814,-175.18983077539662,248.9593052353414,81.0787485498403,-61.748518837984506,-114.67678752103225,-104.56393984356639,19.8668556971749,77.56913565551379,1
2428,-252.8215929648449,-395.41709831570887,486.7260731083275,-294.1224511926971,313.77783586065726,80.66429937110149,-32.7122181060754,-21.73208509590582,36.50850223475064,-195.36149710103584,78.77466542213399,1
2430,-166.79523908951893,79.10801573696747,251.20952882140594,-323.39475674995566,69.61821142816905,79.82611202127764,419.660021396337,82.04281800535983,-56.51565496492107,-359.41901186675176,76.76686328602088,2
2431,-288.88142436830844,165.27746376882507,490.0010796706162,-168.38140738540866,225.4191909792285,82.85889642393626,-74.04687798647848,28.450728621247222,-42.18350203013121,126.0210220524267,85.73936787961846,4
2432,-150.82260317257123,-192.05613605251668,196.13879146981554,-188.8927933392157,89.18801761580511,80.14415034723223,438.3688769411321,113.33298946561246,22.366987274605187,-194.2579534465026,77.28647080952864,2
2433,-229.4034829125007,-7.3524584760845215,306.4754194126805,-170.8309168937741,326.83038216001415,80.78290286254506,-25.52877585181014,-103.8937667259726,-5.95933342358439,-133.76930339179896,78.02151718551781,1
2434,-239.2813967951809,28.982582438713905,483.17930785941405,-241.27021273220066,360.9787151566707,80.6461545657312,-54.199854991032794,-180.82277631945504,-138.68576278114747,-204.7843088039762,78.32877526178981,1
2435,-268.0771930653498,-435.4288668218383,576.204698067438,-368.6658057395355,360.341779822663,80.61419985057822,-81.2232404768161,-133.8705902653685,-114.04518650405075,-221.3787697399067,78.48857954897721,1
2436,-272.82223673352803,-308.78429351428247,574.5913034712585,-179.29054052022144,326.3227525320147,82.49116433254079,-91.46243507826449,-178.5329912502549,27.62670365803094,-64.94659560080459,85.16261520635376,4
2437,-233.8202080819094,157.33568404068234,110.48715307732873,-124.21160806124553,484.95248462806603,81.08923858972648,-36.549256875628316,-78.7791700520836,15.33850602578024,25.314457288182894,77.38309474664992,1
2438,-229.782360740301,-364.47729453317,324.7267798540511,-233.35962609948774,477.07065026980126,80.49621072398148,-26.227224959829044,-145.54114694014692,-63.19035132334694,-282.65191652908067,77.56805778717238,1
2439,-290.17649577592385,100.25380255628158,636.9758583540229,-259.7756570890136,51.28455543631878,82.45446221831912,-110.03625648426538,-161.58043350841348,-116.9612766240939,-84.00643693570136,85.2250526607376,4
2440,-273.6985753597669,-255.79518914894865,648.2018013733916,-213.2716966651158,93.6959905188586,82.34857134862386,-61.67344559818352,-78.94702143598262,6.933218558167773,-138.99681604619582,85.75697943861248,4
2441,-264.2054121358882,45.40015341438027,644.1775913872473,-445.34455314990106,120.12479846783657,80.17719087044989,-57.72649461114145,-126.45893828544382,-93.63871399269125,-448.32269381104214,78.37517844630422,1
2442,-130.78927632188046,19.311036036337327,306.5070595338293,-240.41037432625984,145.5572907845766,79.50707994177999,453.04194172185134,-29.58099075616255,78.16629881832289,-525.0961382372709,76.81619151347161,2
2443,-316.59794249593256,181.67346200914776,64.01344234805367,-74.54612935056525,85.64920305852141,85.16600392282616,9.266774991554001,215.46773164141635,-152.98270766860597,625.286282002569,83.62505523106633,0
2444,-143.92451237533288,161.09578417668882,227.09379750118265,-293.49262983910927,50.87980463864878,79.51616379949719,464.881548682481,88.69919753382088,21.82632549193672,-520.3787836523798,76.64155719514764,2
2445,-261.0242525071838,99.92487264673304,277.9393345620576,-77.54621233186955,379.2697701367836,84.05693069011961,53.18801977869808,-74.41266226836714,-48.53253406421493,49.33145508167877,83.11558824584466,0
2446,-275.12518060860185,178.40343435386393,495.3480548594414,-202.8849296339135,386.7590323415499,83.74512153841562,70.19381808387328,23.19467732778004,-5.991313329994046,-112.59471958918914,84.03599325599649,0
2447,-282.9765304347448,118.36703995948974,282.03311179080816,-192.31654926769593,312.7000879613935,83.94953285480558,53.35152922246763,29.826926976831885,37.340134198502405,-6.441509070579144,83.0352785848016,0
2448,0.5499718230580868,105.51305898450477,257.0573134272322,-145.5862313877338,486.71688905529174,78.73986652331868,432.8404569489335,-6.501057071580629,48.03469274953443,-169.41608861974967,78.39609313051427,3
2449,-305.332754101232,171.52769693227725,420.5517677851408,-236.70976531301716,443.22928362374387,82.86159371555749,-104.3952009075548,0.5987691932202495,4.359247178042679,127.4217574439686,84.9714773971679,4
2450,-278.93711148595094,-153.14096291351564,524.1048377065551,-206.2691533103765,460.8473723751612,82.48472784701907,-93.20950189626234,-153.07311760218573,-18.412305702148316,-68.28913854144574,84.87539911114071,4
2451,-246.54851390255988,-429.316032974363,412.0137946168852,-339.8469660844662,284.99798481300434,80.32559761783972,-43.00408004270727,-143.9749276451815,45.66647916262539,-371.2533173387581,77.53736806837739,1
2452,63.139350774343114,-52.04205470471376,262.77561747436414,-10.613375515404812,271.8543145169981,78.14163764461243,481.55955752810394,-242.78841748612584,-19.53834892555561,-480.0834098871666,77.76208789988146,3
2453,-145.73594897073332,-46.25245271384917,-169.3337100530204,-76.81496669779412,484.2707018576525,80.57118242936932,452.4203498903327,201.1887753804533,-99.62020368262169,27.504849679423373,76.29592843481511,2
2454,-273.52005216689145,218.15705544865637,174.9330658039206,-127.72960562949501,163.91417362429405,84.06705310250925,101.75318162088341,182.6111052732739,-71.08616111285187,54.58814337237557,83.37748992408234,0
2455,38.56837100288976,-333.4565277444938,372.53759430630475,-152.716433948783,195.9757299733758,77.95725291958016,475.88594953627387,-157.94588210126904,5.788760602125311,-575.8365750173473,78.03416817954583,3
2456,-130.0677838335905,289.09162053657536,270.54628929639034,-212.82821653280678,202.2159571069406,79.62262068915841,467.2991656237842,38.18137536978723,50.036176398118684,-465.094463689368,77.05573381703462,2
2457,-133.09590998481687,-183.17233956601206,83.24288542245296,-196.13437593659182,115.46064353642481,79.76081710459002,469.3888555639348,82.4379430646537,28.991275607116464,-393.3274331779958,76.34154568353853,2
2458,33.066025871632576,344.7219803629105,555.8976513883752,-173.14061727352563,370.44275968405725,77.96958220679984,473.0008670344653,-137.52387827153046,55.939624856633074,-569.4338305661603,79.03851871860905,3
2459,-254.66990228956087,-131.840350299266,269.145987985614,-242.73506551922264,343.47293657805426,80.94246071548076,-44.89956017214638,-19.07920801429211,-78.84345255167023,-50.909026124815014,77.93541314138692,1
2460,-291.96233062805493,-314.82558499144903,339.34067101022504,-374.65137040044783,472.4109177020223,81.05664679887846,-94.71746421024841,6.64493892632882,-129.40075229117164,8.389155420510235,77.93466452172463,1
2461,-304.6605996996416,152.68628695311253,258.8615147435804,-173.74783676694813,497.7859707182408,84.46412447927808,41.008377941593096,173.1839421963326,-40.498810793528556,260.79199839106565,83.79237820474248,0
2462,-147.6636214901738,252.76936540366182,45.637370938870816,-185.09196694154411,217.96418160092682,80.09978985008632,450.8394693128141,138.10796117885718,39.22115334616529,-217.2948834727045,76.55897935656616,2
2463,-270.61280259709565,-33.51706717823252,462.2807592154156,-99.55603220124057,58.666285990914986,84.14231044534485,64.53523288685176,33.653182739523224,-51.72870421697402,93.67017022972064,84.50168600428286,0
2464,-132.47780268209036,236.01959804882608,201.73977200678598,-223.31882590289183,291.0901915432387,79.62075338849297,460.7055692236289,25.469835297913733,-38.50698053094929,-466.0641749761015,76.58584059817333,2
2465,-287.9007650463374,-176.9811706186003,138.37946892392742,-16.877729357167382,122.84388524323802,84.87188039210442,29.770835755852772,97.20079877048869,-77.39544992080724,472.54445915936526,83.66001160573772,0
2466,-262.4511137965725,-251.89581322233602,325.5338956303643,-353.9241371141451,129.95143369487008,80.57270009480308,-50.21192269294596,-50.33792061291323,94.49601068071871,-242.9300829894373,77.4945867028075,1
2467,-244.3107135194206,-379.0194771137912,222.9154960451958,-193.01839562410828,101.67153906066258,80.97223998410084,-25.499617847947547,4.082092239064117,-159.98046886928526,-35.44430026352372,77.99216318041545,1
2468,-212.94367927800295,121.55028195894005,602.7700777866944,-197.56921674211506,445.2522264536542,80.3328115112295,-9.433877217735727,-195.20264264311436,-113.20488191170087,-367.5070573117298,78.95873063095797,1
2469,-174.76017830613515,-166.75232522422556,202.98271059083515,-333.5949205279744,166.64773218710508,79.93505881254802,411.9379618558884,110.91708139890622,8.379075161518934,-302.8416565945597,76.62711543173367,2
2470,-290.3718939845144,198.69598671594778,374.0542427940767,-121.61712934344506,328.2760181024789,83.10825857867746,-74.72937201854552,69.5484915586881,22.18307368919219,255.51773375657672,85.57591189561884,4
2471,-154.05470498670678,-99.17009211017616,226.14912719880493,-188.35042789396016,150.23573651651958,80.21038342577909,436.08081006946804,131.46984918492961,-141.1849878519506,-159.86233360289333,77.55517967350245,2
2472,-135.11044859642843,-290.7159898720156,175.1135992375584,-177.33708836473392,480.06337348279806,79.88893831884201,462.8969966667464,86.5659554288238,-37.69586066003931,-326.79257361843105,76.99502140613554,2
2473,-273.9151523877482,138.79168230585447,218.1645161149672,4.405699137550485,468.6171479849976,83.37686980326923,-85.77206336736691,-23.937020427279233,36.445149574065674,395.01071474865574,84.99063846390578,4
2474,-226.2064869905887,-261.53934491390675,448.91055069090305,-225.03349055145213,261.3968997181918,80.46492491804113,-33.22162416864228,-196.44938031778383,114.25954010453458,-298.89900501166983,78.06254819464202,1
2475,24.838536171088577,317.17705323280205,578.2172976305756,-288.51353744174355,72.79812439837377,77.58893223622727,482.28317013444604,-111.46681891190566,-52.212570514795566,-767.1098554248238,78.6181083766262,3
2477,-306.0849545810534,-299.17894918199715,707.2598337844041,-356.1614470677521,336.7854073734066,82.31447134872145,-95.26447628963791,-38.24792830878916,66.98350251406987,-156.70534868643193,85.64220685385564,4
2478,-283.8429042803582,343.9090637389066,274.15885141490537,-119.51041260632915,230.0131169825923,82.98952964724245,-78.8950924055489,1.0732970327173028,-106.98678306867511,193.86039757844287,84.71187329980498,4
2479,-253.27727699303915,-11.473101907796575,176.51942521138417,-275.43992655496993,149.84456108825503,80.76116683023632,-43.493891413787054,-47.11514533016735,-127.77540217257148,-145.05708165309056,77.1012958923541,1
2480,-292.9005664773954,-262.20289957819773,386.8171836928585,-112.55058858689699,91.11357054677225,84.52031181803977,18.18460220023715,29.20206694744286,19.18680738051755,289.9707469329125,84.19262777672525,0
2481,-287.3113637941715,-255.64160493435898,680.9083240391337,-209.19440120404357,53.482946530237115,82.6359630416374,-104.89816293597522,-131.27659294172815,-1.7107419136124307,10.249083978066494,85.8755652722132,4
2482,-135.6271710789072,-371.47510611932285,216.15462826370333,-248.70038626803543,443.6567586595897,79.56340108983858,484.17966004746285,125.13696057973974,25.82598933268372,-495.84790094737576,76.93173466449572,2
2483,-268.93096478562785,219.93102369652757,756.0475647839786,-227.6965367098981,377.06778422189393,82.18677632087615,-69.36082808335749,-157.657892562556,17.860110676415374,-223.0188846121184,85.89862172091331,4
2484,-244.61507513219289,-125.43049077994235,375.91379212168,-237.60453377658686,42.72345275971844,80.76848784888121,-33.577615326452985,-54.6534105491811,76.2148882359997,-141.25519021602497,78.31738100833455,1
2485,-238.13581818999123,-270.1580546493864,698.928331783382,-397.20231098158104,98.3139416022494,79.89002380202555,-24.03470677760916,-178.47916921251786,-97.39336324228815,-597.4519436335277,78.5314012769506,1
2486,-282.057790453978,94.79719760592579,608.0704397503685,-302.983224381476,98.53166598776187,82.09123698700866,-58.12342845068221,-56.71454138841186,103.18510089361777,-272.6335889247489,85.14194284845655,4
2487,-300.6023432378399,-319.85294140154514,178.9385970782279,-120.34527398148825,471.55315669662883,83.31581078800056,-101.76723610527102,50.0848123963149,-6.697718294800822,363.3020470665348,84.53398442576699,4
2488,2.3683726200537762,-179.90911792436904,230.6694197594081,-164.5681054230448,342.3956803766005,78.61474142211989,433.3982208533472,-32.09171083135388,70.67633844574438,-234.39503128933123,78.0150802965645,3
2489,-273.6381071966416,-256.10875574886404,704.4774646763283,-248.54641156893945,358.7897943769312,82.18143524921464,-106.9119575315413,-278.1661438913545,-46.93257181519576,-225.79256619927955,85.04925236704614,4
2490,-138.41700964522394,-313.6920894963814,160.39487007286704,-151.50141666945996,271.9668119651,80.075627092746,460.1174995980475,120.43137943468466,-55.64069171852018,-229.84288870037662,77.24093901277574,2
2491,-281.1054289378724,-240.8548877552442,489.69632833237455,-206.718751600642,239.56416588207708,82.52533480007327,-98.68533374660194,-156.69670873385485,-148.47671244397446,-47.20146828811213,84.68998098646458,4
2492,-303.9875795485466,304.3554570280452,196.0866543733499,-165.53042870966044,233.0530249084518,84.48952165453238,31.540461727475332,136.54519805665552,104.77631760635944,273.98105141885435,83.34897498516193,0
2493,-286.82781976438326,-364.92076577959034,421.7887066216792,-209.19771933942047,150.39031925250674,82.626420239028,-94.41675610207125,-94.71797651904721,108.68041382334914,5.293393890925017,84.60269124904966,4
2494,-140.92127632791457,-277.18352933207814,306.7993133162645,-232.92241631386452,185.6887681960893,79.74193516091336,462.57596755650496,95.79226868084218,70.52971908509124,-403.1330495083784,77.45593097106756,2
2495,-227.72759085965902,-391.04873990774297,396.69170647387693,-271.5280349976713,49.218827446936814,80.27616825001844,-9.671992908393776,-124.10580121885161,-70.35589698803574,-396.9225717655676,77.7892861589906,1
2496,31.50165756312535,63.16924077722075,436.01927122524063,-61.810391870939604,61.99218892360804,78.52414137263087,435.81744125612784,-193.571870798675,44.32309012909478,-281.44470689563,78.8703166590829,3
2497,-270.38797587915644,-78.3393552023778,611.0649772458157,-207.04969100916162,483.22592053711065,82.3126136310191,-76.02519088764456,-157.54516919023874,-126.04469069073727,-157.67008342726797,85.24993483314516,4
2498,-154.97568415186234,-187.08751063470604,216.67558114200924,-312.6927986394852,478.43382395091794,79.64357895261841,470.0181966871487,186.6792934868746,-125.54954941882926,-454.2105899759913,76.95530774478131,2
2499,46.96218768734755,-104.83966839614351,375.45733482357696,-100.13239243010116,331.14302626820563,78.03924473699117,479.1834729677368,-178.95366044037436,-96.47544821708108,-533.2572559847872,78.2188145705928,3
2500,-236.48832575046353,-404.8294711306908,289.5281762088056,-176.21464587194066,202.42211469670792,80.89716746017574,-38.142716908207376,-97.95110112806519,-19.3494902562802,-74.43034847809975,77.98320110113316,1
2501,-161.94814315754266,18.00908681036249,47.222629334169284,-166.7928719696448,147.19605188695033,80.46732096133007,441.28631078333393,231.1261861419718,-77.91539531401148,-26.43163718566165,77.18191621978494,2
2502,30.814825120215033,-433.9815883742742,191.2218182513739,-122.9347905362465,327.12347275816484,78.25012318827972,476.43399633748464,-71.9248182301312,-152.1945579888688,-423.7455859421819,77.64361508417542,3
2503,-292.4159667446131,9.923875220141092,180.26767004114197,-90.90837418946455,51.91867679213004,84.61257643711923,36.35899851697806,110.07183195309952,-121.94671372864673,337.88485318462216,83.51844340229349,0
2504,-145.49597816435244,-77.60911926709389,177.12655251152844,-240.34270993841648,196.4109809983052,79.79716212154797,453.78101641143047,94.46144161684116,-103.89911223925603,-374.4530366691422,76.73797377106116,2
2505,7.696323174030539,-421.9023514132043,415.9483013498383,-212.84714031645672,317.9589050688473,78.2826440257123,447.02056445502257,-55.76417097755956,9.925276687147445,-406.8571310210419,78.58219095860933,3
2506,-271.888518993204,18.50746018161432,438.93780658405063,-129.55148105834704,45.763781554550576,84.02633651293321,44.48665671825344,-53.56951398247371,-38.885622020627146,33.44353757854043,83.85086622561019,0
2507,-296.3431628357878,106.92482178898828,1.4700663281866468,-83.51594809995876,463.3814756293815,84.72472995238455,50.5268046327983,202.1965027444561,-93.02049060323806,396.1274980959706,82.99150825857359,0
2508,-226.42875348208923,-50.1308614078685,368.9250245522006,-172.50162855931626,464.5230174124055,80.71643261338272,-27.292423856679733,-136.34245264227803,-0.9065725734993428,-168.2880887367964,78.19566382315743,1
2509,21.533097617758898,-92.40359876282764,275.56287288876104,-159.10603565519668,482.8807849416918,78.26283732488284,468.77639330466695,-49.42709175299299,74.2892105147133,-417.14298466144976,78.05168367459522,3
2510,45.74623540813931,-72.82088465723211,257.31565136673623,38.32118821846308,131.47575097385624,78.7145369486788,465.71929868046794,-127.87430057041031,-98.62472554845496,-182.57003585016963,78.65329996190056,3
2511,-281.2541131027122,193.43269550958365,538.441446266484,-247.46483737834484,63.8739368182236,82.33658033749555,-43.03589680040608,32.376855327482666,-146.48631032406973,-145.2238897283935,85.45646975516617,4
2512,-256.83016046636374,-132.45705957438932,579.437222019709,-165.09311384721664,221.07290442252625,82.24286464146687,-37.05478663714794,-90.24967109072047,-40.355214890973784,-193.89155737577678,85.48487511318362,4
2513,-167.9419897854971,32.53664818948569,-109.7677234239099,-183.44716387947037,166.05442476963083,80.5070691255285,437.0671521301542,252.97244222920312,-111.00083957029834,-5.789946126666123,76.36241815916637,2
2514,18.379327434134836,213.71731821387664,159.1234329544473,-102.80328309095644,45.083989223671864,78.58984358194223,469.0167830650773,15.358071337106004,-62.846850865432664,-247.3247737151117,78.05457042031071,3
2515,-287.74726507730236,323.1209487381845,680.29333663434,-281.26072737388665,304.8069800300087,82.30552611208464,-83.25698455139866,-92.45747784150115,-131.5173668876139,-161.35071570728533,85.58080107232281,4
2516,-284.3336782761619,-285.7029217814987,220.22050400988584,-13.57727101803134,464.30179860042756,83.49754616457862,-78.489623257382,77.95116094070414,-76.61849219424636,457.67937425798016,85.38992180127072,4
2517,-283.6385908325749,-255.70179078158037,502.1055112812003,-148.57502616896244,38.97960012167488,82.84877389429268,-74.48378569396874,-3.0993178366155405,-42.87992934041138,120.76427287037009,85.75593385910229,4
2518,-273.42355641669326,247.1616002033307,577.7354688776813,-296.6196438439187,437.18257048745534,81.95105454262901,-52.3340911156273,-101.15889625638337,-104.16376850757314,-345.43198772209354,84.7608534115879,4
2519,-264.6587357392457,-92.83648531438816,341.83562969487633,-286.1664386438173,135.75036748451882,80.93495264708945,-67.29393392421701,-52.64558034136601,-81.79826064123786,-54.80805470408593,78.01749900996109,1
2520,-282.84952035061855,71.06836932095756,627.3694984999271,-260.8562342732463,268.95177012086634,82.3050165429872,-88.80505015567667,-140.53345039167465,-123.56040390687029,-161.61534095714723,85.1834567819024,4
2522,-289.97943550645505,-157.51216216428782,332.980650103989,-176.19769118604438,444.95789063139557,84.16333880145366,49.30079873291206,82.68450923259161,-75.22974678669746,104.59044388336238,83.6880420318326,0
2523,-215.94629774046024,-172.01855109868472,511.7399119738183,-252.2569406019982,44.91266634667801,80.13470128848674,-24.82317565615196,-266.78996896507215,15.647835837897176,-470.3880354889893,77.86223225695494,1
2524,-131.16458545030045,-159.25797816384352,39.462972900588284,-85.0913006551412,46.70783120641889,80.24515032169485,449.00519543857445,62.387190904600345,-25.790803477134652,-141.8074739874737,76.69870774294039,2
